bill_billing_period_end_date,bill_billing_period_start_date,identity_time_interval,line_item_operation,line_item_product_code,line_item_unblended_cost,pricing_public_on_demand_cost,pricing_term,product_from_region_code,product_product_family,product_region_code,product_servicecode
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-14T00:00:00Z/2025-09-15T00:00:00Z,MetricStorage:AWS/EC2,AmazonCloudWatch,0.0700000008,0.0699999998,OnDemand,,Metric,us-east-2,AmazonCloudWatch
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-03T00:00:00Z/2025-09-04T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-05T00:00:00Z/2025-09-06T00:00:00Z,DashboardHour,AmazonCloudWatch,0.3000000024,0.3000000024,OnDemand,,Dashboard,,AmazonCloudWatch
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-01T00:00:00Z/2025-09-02T00:00:00Z,CreateVpnConnection,AmazonVPC,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-01T00:00:00Z/2025-09-02T00:00:00Z,PublicIP-Out,AmazonEC2,8.5E-7,8.5E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-16T00:00:00Z/2025-09-17T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-01T00:00:00Z/2025-09-02T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-28T00:00:00Z/2025-09-29T00:00:00Z,CreateVpnConnection,AmazonVPC,3.52E-8,3.53E-8,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-15T00:00:00Z/2025-09-16T00:00:00Z,RunInstances,AmazonEC2,4.6489E-6,4.649E-6,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,AssociateAddressVPC,AmazonVPC,0.12,0.12,OnDemand,,,ap-southeast-1,AmazonVPC
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-23T00:00:00Z/2025-09-24T00:00:00Z,AssociateAddressVPC,AmazonVPC,0.36,0.36,OnDemand,,,ap-southeast-1,AmazonVPC
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-24T00:00:00Z/2025-09-25T00:00:00Z,NatGateway,AmazonEC2,4.4E-8,4.4E-8,OnDemand,,NAT Gateway,ap-southeast-1,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-20T00:00:00Z/2025-09-21T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-28T00:00:00Z/2025-09-29T00:00:00Z,CreateVpnConnection,AmazonVPC,7.7E-9,7.6E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,RunInstances,AmazonEC2,9.0E-9,9.0E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-18T00:00:00Z/2025-09-19T00:00:00Z,CreateVpnConnection,AmazonVPC,2.8572E-6,2.8572E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-30T00:00:00Z/2025-10-01T00:00:00Z,RunInstances,AmazonEC2,1.88E-8,1.88E-8,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-08T00:00:00Z/2025-09-09T00:00:00Z,PublicIP-Out,AmazonEC2,2.536E-7,2.536E-7,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-16T00:00:00Z/2025-09-17T00:00:00Z,PutObject,AmazonS3,2.0E-5,2.0E-5,OnDemand,,API Request,ap-southeast-1,AmazonS3
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,CreateVolume-Gp3,AmazonEC2,0.6933333332,0.6933333334,OnDemand,,Storage,ap-southeast-1,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-20T00:00:00Z/2025-09-21T00:00:00Z,APS1-TimedStorage-ByteHrs,AmazonECR,0.002913912,0.0029139108,OnDemand,,EC2 Container Registry,ap-southeast-1,AmazonECR
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-11T00:00:00Z/2025-09-12T00:00:00Z,RunInstances,AmazonEC2,9.0E-9,9.0E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-12T00:00:00Z/2025-09-13T00:00:00Z,Not Applicable,AmazonRDS,5.95E-7,5.946E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-14T00:00:00Z/2025-09-15T00:00:00Z,RunInstances,AmazonEC2,9.0E-9,9.0E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,CreateVpnConnection,AmazonVPC,4.9E-9,4.9E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-15T00:00:00Z/2025-09-16T00:00:00Z,CreateVpnConnection,AmazonVPC,8.5E-9,8.5E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-23T00:00:00Z/2025-09-24T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,AssociateAddressVPC,AmazonVPC,0.12,0.12,OnDemand,,,ap-southeast-1,AmazonVPC
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-21T00:00:00Z/2025-09-22T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-01T00:00:00Z/2025-09-02T00:00:00Z,HourlyStorageMetering,AmazonCloudWatch,0.0212009806,0.0212009806,OnDemand,,Storage Snapshot,eu-central-1,AmazonCloudWatch
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-10T00:00:00Z/2025-09-11T00:00:00Z,CreateVpnConnection,AmazonVPC,3.9E-9,3.9E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-15T00:00:00Z/2025-09-16T00:00:00Z,CreateSnapshot,AmazonEC2,0.1666227214,0.1666227214,OnDemand,,Storage Snapshot,ap-southeast-1,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-18T00:00:00Z/2025-09-19T00:00:00Z,RunInstances,AmazonEC2,4.79E-8,4.8E-8,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-20T00:00:00Z/2025-09-21T00:00:00Z,PublicIP-Out,AmazonEC2,2.0557E-6,2.0557E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-13T00:00:00Z/2025-09-14T00:00:00Z,PublicIP-Out,AmazonEC2,3.7E-9,3.7E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-26T00:00:00Z/2025-09-27T00:00:00Z,PublicIP-Out,AmazonEC2,1.0378E-6,1.0378E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-14T00:00:00Z/2025-09-15T00:00:00Z,CreateVpnConnection,AmazonVPC,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,StandardStorage,AmazonS3,3.96E-7,3.96E-7,OnDemand,,Storage,ap-southeast-1,AmazonS3
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,RunInstances,AmazonEC2,8.9E-9,8.9E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-29T00:00:00Z/2025-09-30T00:00:00Z,RunInstances,AmazonEC2,1.0143E-6,1.0143E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-24T00:00:00Z/2025-09-25T00:00:00Z,RunInstances,AmazonEC2,3.984E-7,3.984E-7,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-28T00:00:00Z/2025-09-29T00:00:00Z,PublicIP-Out,AmazonEC2,1.265E-7,1.265E-7,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-07T00:00:00Z/2025-09-08T00:00:00Z,CreateVpnConnection,AmazonVPC,8.2E-9,8.2E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-03T00:00:00Z/2025-09-04T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-18T00:00:00Z/2025-09-19T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-01T00:00:00Z/2025-09-02T00:00:00Z,HeadBucket,AmazonS3,4.0E-7,4.0E-7,OnDemand,,API Request,ap-southeast-1,AmazonS3
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-06T00:00:00Z/2025-09-07T00:00:00Z,PublicIP-Out,AmazonEC2,4.2563E-6,4.2563E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-03T00:00:00Z/2025-09-04T00:00:00Z,HourlyStorageMetering,AmazonCloudWatch,1.08975E-5,1.08976E-5,OnDemand,,Storage Snapshot,ap-southeast-1,AmazonCloudWatch
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-16T00:00:00Z/2025-09-17T00:00:00Z,RunInstances,AmazonEC2,3.313E-7,3.312E-7,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-11T00:00:00Z/2025-09-12T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-06T00:00:00Z/2025-09-07T00:00:00Z,Hourly,AWSDirectoryService,1.35006975,1.35006975,OnDemand,,AWS Directory Service,us-east-1,AWSDirectoryService
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-22T00:00:00Z/2025-09-23T00:00:00Z,CreateVpnConnection,AmazonVPC,2.7E-9,2.7E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-04T00:00:00Z/2025-09-05T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-14T00:00:00Z/2025-09-15T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-12T00:00:00Z/2025-09-13T00:00:00Z,StandardStorage,AmazonS3,5.171E-7,5.171E-7,OnDemand,,Storage,ap-southeast-1,AmazonS3
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-14T00:00:00Z/2025-09-15T00:00:00Z,RunInstances,AmazonEC2,2.161E-7,2.164E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-15T00:00:00Z/2025-09-16T00:00:00Z,RunInstances,AmazonEC2,9.2867E-6,9.2868E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-08T00:00:00Z/2025-09-09T00:00:00Z,ReadBucketOwnershipControls,AmazonS3,0.0,2.16E-8,,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-21T00:00:00Z/2025-09-22T00:00:00Z,CreateSnapshot,AmazonEC2,4.907227E-4,4.907227E-4,OnDemand,,Storage Snapshot,us-east-2,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-24T00:00:00Z/2025-09-25T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-18T00:00:00Z/2025-09-19T00:00:00Z,PublicIP-In,AmazonEC2,1.092E-7,1.093E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-16T00:00:00Z/2025-09-17T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-14T00:00:00Z/2025-09-15T00:00:00Z,RunInstances,AmazonEC2,3.74356E-5,3.74356E-5,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-14T00:00:00Z/2025-09-15T00:00:00Z,RunInstances,AmazonEC2,1.7878E-6,1.7874E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-15T00:00:00Z/2025-09-16T00:00:00Z,RunInstances,AmazonEC2,1.313E-7,1.313E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-16T00:00:00Z/2025-09-17T00:00:00Z,RunInstances,AmazonEC2,8.6084E-6,8.6084E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,RunInstances,AmazonEC2,2.69E-8,2.68E-8,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,RunInstances,AmazonEC2,0.0,0.0,OnDemand,,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,PublicIP-Out,AmazonEC2,2.526E-7,2.526E-7,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,HourlyStorageMetering,AmazonCloudWatch,0.0212009806,0.0212009806,OnDemand,,Storage Snapshot,eu-central-1,AmazonCloudWatch
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-30T00:00:00Z/2025-10-01T00:00:00Z,CreateVolume-Gp3,AmazonEC2,0.7999999992,0.7999999999,OnDemand,,Storage,ap-southeast-1,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-12T00:00:00Z/2025-09-13T00:00:00Z,CreateDBInstance:0012,AmazonRDS,1.1500000008,1.1499999999,OnDemand,,Database Storage,ap-southeast-1,AmazonRDS
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,CreateVpnConnection,AmazonVPC,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-28T00:00:00Z/2025-09-29T00:00:00Z,PublicIP-Out,AmazonEC2,3.425E-7,3.425E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-08T00:00:00Z/2025-09-09T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-23T00:00:00Z/2025-09-24T00:00:00Z,CreateVpnConnection,AmazonVPC,0.24,0.24,OnDemand,,,ap-southeast-1,AmazonVPC
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-01T00:00:00Z/2025-09-02T00:00:00Z,CreateVpnConnection,AmazonVPC,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-29T00:00:00Z/2025-09-30T00:00:00Z,StandardStorage,AmazonS3,0.0140979922,0.0140979922,OnDemand,,Storage,ap-southeast-1,AmazonS3
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-26T00:00:00Z/2025-09-27T00:00:00Z,RunInstances,AmazonEC2,0.0261471378,0.0261471376,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-26T00:00:00Z/2025-09-27T00:00:00Z,RunInstances,AmazonEC2,0.0,0.0,OnDemand,,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-04T00:00:00Z/2025-09-05T00:00:00Z,MetricStorage:AWS/EC2,AmazonCloudWatch,0.0700000008,0.0699999998,OnDemand,,Metric,us-east-2,AmazonCloudWatch
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-16T00:00:00Z/2025-09-17T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-16T00:00:00Z/2025-09-17T00:00:00Z,DashboardHour,AmazonCloudWatch,0.3000000024,0.3000000024,OnDemand,,Dashboard,,AmazonCloudWatch
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,PublicIP-In,AmazonEC2,2.2E-8,2.19E-8,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-10T00:00:00Z/2025-09-11T00:00:00Z,PublicIP-In,AmazonEC2,1.32E-7,1.322E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-24T00:00:00Z/2025-09-25T00:00:00Z,PublicIP-Out,AmazonEC2,1.0335E-6,1.0335E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-12T00:00:00Z/2025-09-13T00:00:00Z,CreateVpnConnection,AmazonVPC,1.07E-7,1.073E-7,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-13T00:00:00Z/2025-09-14T00:00:00Z,RunInstances,AmazonEC2,1.7001E-6,1.7001E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-28T00:00:00Z/2025-09-29T00:00:00Z,RunInstances,AmazonEC2,0.0,0.0,OnDemand,,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-29T00:00:00Z/2025-09-30T00:00:00Z,CreateVpnConnection,AmazonVPC,0.0,0.0,OnDemand,,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-02T00:00:00Z/2025-09-03T00:00:00Z,CopyObject,AmazonS3,9.21E-8,9.22E-8,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-29T00:00:00Z/2025-09-30T00:00:00Z,CreateVpnConnection,AmazonVPC,2.9E-9,2.9E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-20T00:00:00Z/2025-09-21T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-19T00:00:00Z/2025-09-20T00:00:00Z,RunInstances,AmazonEC2,12.0,12.0,OnDemand,,Compute Instance,ap-southeast-1,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-16T00:00:00Z/2025-09-17T00:00:00Z,RunInstances,AmazonEC2,3.7E-9,3.7E-9,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,RunInstances,AmazonEC2,3.91245E-5,3.91245E-5,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-29T00:00:00Z/2025-09-30T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-18T00:00:00Z/2025-09-19T00:00:00Z,CreateVpnConnection,AmazonVPC,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-14T00:00:00Z/2025-09-15T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,PublicIP-Out,AmazonEC2,2.526E-7,2.526E-7,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-14T00:00:00Z/2025-09-15T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-27T00:00:00Z/2025-09-28T00:00:00Z,RunInstances,AmazonEC2,4.5E-9,4.5E-9,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-04T00:00:00Z/2025-09-05T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,CreateVpnConnection,AmazonVPC,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-28T00:00:00Z/2025-09-29T00:00:00Z,PublicIP-In,AmazonEC2,0.0,0.0,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-10T00:00:00Z/2025-09-11T00:00:00Z,PublicIP-Out,AmazonEC2,2.517E-7,2.517E-7,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-24T00:00:00Z/2025-09-25T00:00:00Z,RunInstances,AmazonEC2,0.0,0.0,OnDemand,,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-17T00:00:00Z/2025-09-18T00:00:00Z,CreateSnapshot,AmazonEC2,4.874675E-4,4.874675E-4,OnDemand,,Storage Snapshot,us-east-2,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-23T00:00:00Z/2025-09-24T00:00:00Z,CreateVolume-Gp3,AmazonEC2,4.1599999992,4.1600000001,OnDemand,,Storage,ap-southeast-1,AmazonEC2
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-02T00:00:00Z/2025-09-03T00:00:00Z,RunInstances,AmazonEC2,3.7E-9,3.7E-9,OnDemand,us-east-2,Data Transfer,,AWSDataTransfer
2025-10-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-12T00:00:00Z/2025-09-13T00:00:00Z,PublicIP-Out,AmazonEC2,1.1136E-6,1.1136E-6,OnDemand,ap-southeast-1,Data Transfer,,AWSDataTransfer
